interpro_id,keywords
IPR000389,"hydrophilic,plant,seed,small hydrophilic,hydrophilic plant,plant seed,seed protein"
IPR000391,"ring,hydroxylating,dioxygenase,beta,ring hydroxylating,hydroxylating dioxygenase,dioxygenase beta,beta subunit"
IPR000392,"nifhfrxc,nifhfrxc family,atp binding,nucleotide binding,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,adenyl,adenyl nucleotide,nucleotide binding,adenyl,ribonucleotide,adenyl ribonucleotide,ribonucleotide binding,heterocyclic,heterocyclic compound,purine,purine nucleotide,nucleotide binding,ribonucleotide,ribonucleotide binding,anion binding,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,atp binding,molecule binding,derivative binding,phosphate binding"
IPR000393,"neuropeptide,y5,neuropeptide y5,y5 receptor,neuropeptide,neuropeptide y,y receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,neuropeptide,neuropeptide receptor,receptor activity,communication,cell communication,signal,transduction,signal transduction,peptide,peptide receptor,receptor activity,neuropeptide,neuropeptide y,y receptor,receptor activity,coupled,peptide,g protein,protein coupled,coupled peptide,peptide receptor,receptor activity,transmembrane signaling,signaling receptor,receptor activity,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,g protein,protein coupled,coupled receptor,receptor activity"
IPR000394,"polymerase,sigma,54,rna polymerase,polymerase sigma,sigma factor,factor 54,activator,binding transcription,transcription activator,activator activity,sigma,sigma factor,factor activity,sigma,sigma factor,factor activity,activator,binding transcription,transcription activator,activator activity,transcription regulator,regulator activity,binding transcription,transcription factor,factor activity"
IPR000396,"amp,phosphodiesterase,cyclic amp,amp phosphodiesterase,class,ii,class ii,35,amp,phosphodiesterase,35 cyclic,cyclic amp,amp phosphodiesterase,phosphodiesterase activity,camp,catabolic,camp catabolic,catabolic process,35,phosphodiesterase,35 cyclic,cyclic nucleotide,nucleotide phosphodiesterase,phosphodiesterase activity,ribonucleotide,ribonucleotide metabolic,organophosphate,organophosphate metabolic,organophosphate,catabolic,organophosphate catabolic,catabolic process,catabolic,compound catabolic,catabolic process,catabolic,cellular catabolic,catabolic process,catabolic,compound catabolic,catabolic process,ribose,ribose phosphate,phosphate metabolic,purine,ribonucleotide,purine ribonucleotide,ribonucleotide metabolic,nucleotide metabolic,35,amp,phosphodiesterase,35 cyclic,cyclic amp,amp phosphodiesterase,phosphodiesterase activity,catabolic,phosphate catabolic,catabolic process,phosphoric,diester,phosphoric diester,diester hydrolase,cyclic nucleotide,nucleotide metabolic,containing small,catabolic,heterocycle catabolic,catabolic process,catabolic,derivative catabolic,catabolic process,camp,camp metabolic,phosphorus metabolic,phosphate metabolic,catabolic,compound catabolic,catabolic process,derivative metabolic,catabolic,nucleotide catabolic,catabolic process,purine,cyclic purine,purine nucleotide,nucleotide metabolic,phosphate containing,catabolic,catabolic process,purine,catabolic,purine nucleotide,nucleotide catabolic,catabolic process,catabolic,compound catabolic,catabolic process,catabolic,cyclic nucleotide,nucleotide catabolic,catabolic process,ribonucleotide,catabolic,ribonucleotide catabolic,catabolic process,catabolic,compound catabolic,catabolic process,purine,catabolic,purine containing,compound catabolic,catabolic process,camp,catabolic,camp catabolic,catabolic process,phosphoric,ester,phosphoric ester,ester hydrolase,purine,ribonucleotide,catabolic,purine ribonucleotide,ribonucleotide catabolic,catabolic process,purine,purine containing,phosphodiesterase,cyclic nucleotide,nucleotide phosphodiesterase,phosphodiesterase activity,catabolic,substance catabolic,catabolic process,ester,on ester,ester bonds,purine,purine nucleotide,nucleotide metabolic"
IPR000397,"heat,shock,hsp33,heat shock,shock protein,protein hsp33,unfolded,unfolded protein,protein binding,folding,protein folding,cytoplasm,maturation,protein maturation,unfolded,unfolded protein,protein binding,cytoplasm,protein binding,folding,protein folding"
IPR000401,"phe13,bombesin,phe13 bombesin,bombesin receptor"
IPR000402,"sodiumpotassium,transporting,atpase,beta,sodiumpotassium transporting,transporting atpase,atpase subunit,subunit beta,potassium,potassium ion,ion transport,sodium,sodium ion,ion transport,sodiumpotassium,exchanging,atpase,sodiumpotassium exchanging,exchanging atpase,atpase complex,transmembrane transporter,transporter complex,monoatomic,monoatomic cation,cation transport,potassium,potassium ion,ion transport,sodium,sodium ion,ion transport,membrane protein,protein complex,periphery,cell periphery,atpase,atpase dependent,dependent transmembrane,transmembrane transport,transport complex,plasma,plasma membrane,membrane protein,protein complex,plasma,plasma membrane,transporter complex,ion transport,transporting,atpase,cation transporting,transporting atpase,atpase complex,monoatomic,monoatomic ion,ion transport,sodiumpotassium,exchanging,atpase,sodiumpotassium exchanging,exchanging atpase,atpase complex"
IPR000403,"phosphatidylinositol,kinase,phosphatidylinositol 3,3 4,4 kinase,catalytic domain"
IPR000405,"galanin,galanin receptor,receptor family,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,communication,cell communication,signal,transduction,signal transduction,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway"
IPR000406,"rho,gdp,dissociation,inhibitor,rho protein,protein gdp,gdp dissociation,dissociation inhibitor,rho,gdp,dissociation,inhibitor,rho gdp,gdp dissociation,dissociation inhibitor,inhibitor activity,protein binding,rho,signal,transduction,rho protein,protein signal,signal transduction,cytoplasm,ras,signal,transduction,ras protein,protein signal,signal transduction,signal,transduction,intracellular signal,signal transduction,gdp,dissociation,inhibitor,gdp dissociation,dissociation inhibitor,inhibitor activity,triphosphatase,nucleoside triphosphatase,triphosphatase regulator,regulator activity,communication,cell communication,signal,transduction,signal transduction,gtpase,gtpase regulator,regulator activity,enzyme,enzyme regulator,regulator activity,rho,gdp,dissociation,inhibitor,rho gdp,gdp dissociation,dissociation inhibitor,inhibitor activity,rho,signal,transduction,rho protein,protein signal,signal transduction,cytoplasm,gtpase,mediated,signal,transduction,small gtpase,gtpase mediated,mediated signal,signal transduction,protein binding,function,function regulator,regulator activity"
IPR000407,"phosphatase,gda1cd39,nucleoside phosphatase,phosphatase gda1cd39"
IPR000408,"chromosome,condensation,regulator of,of chromosome,chromosome condensation,rcc1"
IPR000409,"beach,beach domain"
IPR000412,"abc,abc 2,2 transporter,abc,abc type,type transporter,transporter activity,transmembrane transport,cassette,abc,atp binding,binding cassette,cassette abc,abc transporter,transporter complex,transmembrane transporter,transporter activity,transmembrane transporter,transporter complex,transmembrane transport,atpase,coupled,atpase coupled,coupled transmembrane,transmembrane transporter,transporter activity,membrane protein,protein complex,periphery,cell periphery,active,active transmembrane,transmembrane transporter,transporter activity,cassette,abc,atp binding,binding cassette,cassette abc,abc transporter,transporter complex,atp dependent,dependent activity,atpase,atpase dependent,dependent transmembrane,transmembrane transport,transport complex,active,primary active,active transmembrane,transmembrane transporter,transporter activity,plasma,plasma membrane,membrane protein,protein complex,plasma,plasma membrane,transporter complex,transporter activity,abc,abc type,type transporter,transporter activity"
IPR000413,"integrin,alpha,chain,integrin alpha,alpha chain,adhesion,cell adhesion,integrin,integrin complex,integrin,integrin complex,membrane protein,protein complex,adhesion,cell adhesion,plasma,plasma membrane,membrane signaling,signaling receptor,receptor complex,periphery,cell periphery,involved,adhesion,protein complex,complex involved,involved in,in cell,cell adhesion,plasma,plasma membrane,membrane protein,protein complex,receptor complex,plasma,plasma membrane"
IPR000415,"nitroreductase,nitroreductase like"
IPR000417,"hydroxyethylthiazole,kinase,hydroxyethylthiazole kinase,magnesium,magnesium ion,hydroxyethylthiazole,kinase,hydroxyethylthiazole kinase,kinase activity,atp binding,thiamine,thiamine biosynthetic,nucleotide binding,cation binding,transferring phosphorus,containing groups,pyrimidine,pyrimidine containing,hydroxyethylthiazole,kinase,hydroxyethylthiazole kinase,kinase activity,adenyl,ribonucleotide,adenyl ribonucleotide,ribonucleotide binding,sulfur,sulfur compound,purine,purine nucleotide,nucleotide binding,ribonucleotide,ribonucleotide binding,thiamine,thiamine metabolic,anion binding,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,hydroxy,organic hydroxy,hydroxy compound,alcohol,alcohol biosynthetic,water,soluble,vitamin,water soluble,soluble vitamin,vitamin metabolic,molecule biosynthetic,pyrimidine,pyrimidine containing,phosphotransferase,phosphotransferase activity,alcohol,acceptor,alcohol group,group as,as acceptor,thiamine,thiamine containing,alcohol,primary alcohol,alcohol metabolic,phosphate binding,vitamin,vitamin biosynthetic,vitamin,vitamin metabolic,water,soluble,vitamin,water soluble,soluble vitamin,vitamin biosynthetic,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,adenyl,adenyl nucleotide,nucleotide binding,thiamine,thiamine biosynthetic,heterocyclic,heterocyclic compound,kinase,kinase activity,atp binding,sulfur,sulfur compound,magnesium,magnesium ion,alcohol,primary alcohol,alcohol biosynthetic,molecule binding,derivative binding,thiamine,thiamine containing,hydroxy,organic hydroxy,hydroxy compound,alcohol,alcohol metabolic"
IPR000418,"ets,ets domain,binding transcription,transcription factor,factor activity,sequence,specific,sequence specific,specific dna,templated,of dna,dna templated,templated transcription,of rna,of biosynthetic,rna biosynthetic,of metabolic,templated,of dna,dna templated,templated transcription,of gene,of macromolecule,binding transcription,transcription factor,factor activity,of rna,rna biosynthetic,templated,dna templated,templated transcription,of primary,sequence,specific,sequence specific,specific dna,of macromolecule,of nucleobase,of nitrogen,transcription regulator,regulator activity"
IPR000420,"yeast,pir,repeat,yeast pir,pir protein,protein repeat,structural,constituent,wall,structural constituent,constituent of,of cell,cell wall,wall,cell wall,structural,structural molecule,molecule activity,structural,constituent,wall,structural constituent,constituent of,of cell,cell wall,wall,cell wall,external,encapsulating,external encapsulating,encapsulating structure,periphery,cell periphery"
IPR000421,"coagulation,58,coagulation factor,factor 58,58 c"
IPR000422,"34,dihydroxy,butanone,synthase,34 dihydroxy,dihydroxy 2,2 butanone,butanone 4,4 phosphate,phosphate synthase,ribb,34,dihydroxy,butanone,synthase,34 dihydroxy,dihydroxy 2,2 butanone,butanone 4,4 phosphate,phosphate synthase,synthase activity,riboflavin,riboflavin biosynthetic,water,soluble,vitamin,water soluble,soluble vitamin,vitamin biosynthetic,flavin,flavin containing,lyase,carbon carbon,carbon lyase,lyase activity,34,dihydroxy,butanone,synthase,34 dihydroxy,dihydroxy 2,2 butanone,butanone 4,4 phosphate,phosphate synthase,synthase activity,flavin,flavin containing,water,soluble,vitamin,water soluble,soluble vitamin,vitamin metabolic,riboflavin,riboflavin biosynthetic,molecule biosynthetic,riboflavin,riboflavin metabolic,lyase,lyase activity,vitamin,vitamin biosynthetic,vitamin,vitamin metabolic"
IPR000424,"primosome,pribsingle,strand,primosome pribsingle,pribsingle strand,strand dna,single,stranded,single stranded,stranded dna,single,stranded,single stranded,stranded dna"
IPR000425,"major,intrinsic,major intrinsic,intrinsic protein,channel,channel activity,transmembrane transport,transmembrane transporter,transporter activity,transmembrane transport,transporter activity,channel,channel activity,passive,passive transmembrane,transmembrane transporter,transporter activity"
IPR000426,"proteasome,alpha,proteasome alpha,alpha subunit,ubiquitin,catabolic,ubiquitin dependent,dependent protein,protein catabolic,catabolic process,proteasome,core,proteasome core,core complex,alpha,alpha subunit,subunit complex,proteasome,core,proteasome core,core complex,proteasome,core,proteasome core,core complex,alpha,alpha subunit,subunit complex,proteolysis,involved,catabolic,proteolysis involved,involved in,in protein,protein catabolic,catabolic process,intracellular protein,catabolic,protein catabolic,catabolic process,catabolic,compound catabolic,catabolic process,peptidase,peptidase complex,modification,catabolic,modification dependent,dependent protein,protein catabolic,catabolic process,catalytic complex,modification,catabolic,modification dependent,dependent macromolecule,macromolecule catabolic,catabolic process,proteasome,proteasome complex,catabolic,macromolecule catabolic,catabolic process,catabolic,substance catabolic,catabolic process,ubiquitin,catabolic,ubiquitin dependent,dependent protein,protein catabolic,catabolic process,catabolic,catabolic process,endopeptidase,endopeptidase complex,proteolysis"
IPR000428,"copper,copper ion,binding protein,copper,copper ion,copper,copper ion,ion transport,monoatomic,monoatomic cation,cation transport,cation binding,ion transport,transition,transition metal,copper,copper ion,monoatomic,monoatomic ion,ion transport,transition,transition metal,ion transport,copper,copper ion,ion transport"
IPR000429,"proteinase,inhibitor,i14,proteinase inhibitor,inhibitor i14,hirudin,serine,endopeptidase,inhibitor,serine type,type endopeptidase,endopeptidase inhibitor,inhibitor activity,peptidase,peptidase regulator,regulator activity,function,function regulator,regulator activity,serine,endopeptidase,inhibitor,serine type,type endopeptidase,endopeptidase inhibitor,inhibitor activity,enzyme,inhibitor,enzyme inhibitor,inhibitor activity,endopeptidase,inhibitor,endopeptidase inhibitor,inhibitor activity,peptidase,inhibitor,peptidase inhibitor,inhibitor activity,endopeptidase,endopeptidase regulator,regulator activity,enzyme,enzyme regulator,regulator activity,function,inhibitor,function inhibitor,inhibitor activity"
IPR000431,"hydroxytryptamine,5b,5 hydroxytryptamine,hydroxytryptamine 5b,5b receptor,coupled,serotonin,g protein,protein coupled,coupled serotonin,serotonin receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,communication,cell communication,signal,transduction,signal transduction,coupled,serotonin,g protein,protein coupled,coupled serotonin,serotonin receptor,receptor activity,transmembrane signaling,signaling receptor,receptor activity,coupled,amine,g protein,protein coupled,coupled amine,amine receptor,receptor activity,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,g protein,protein coupled,coupled receptor,receptor activity"
IPR000432,"mismatch,repair,muts,dna mismatch,mismatch repair,repair protein,protein muts,atp binding,mismatched,mismatched dna,mismatch,repair,mismatch repair,nucleotide binding,adenyl,ribonucleotide,adenyl ribonucleotide,ribonucleotide binding,purine,purine nucleotide,nucleotide binding,ribonucleotide,ribonucleotide binding,anion binding,dna metabolic,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,stress,to stress,mismatched,mismatched dna,phosphate binding,double,stranded,double stranded,stranded dna,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,adenyl,adenyl nucleotide,nucleotide binding,mismatch,repair,mismatch repair,heterocyclic,heterocyclic compound,repair,dna repair,atp binding,stress,to stress,damage,dna damage,damage response,molecule binding,derivative binding"
IPR000433,"zinc,finger,zinc finger,zz,zz type,zinc,zinc ion,cation binding,transition,transition metal,zinc,zinc ion"
IPR000434,"polycystic,kidney,disease,polycystic kidney,kidney disease,disease type,type 1,1 protein,kidney,development,kidney development,kidney,development,kidney development,development,system development,developmental,developmental process,animal,organ,development,animal organ,organ development,development,structure development,renal,development,renal system,system development,multicellular,organismal,multicellular organismal,organismal process,multicellular,organism,development,multicellular organism,organism development"
IPR000435,"tektins,cilium,movement,involved,motility,cilium movement,movement involved,involved in,in cell,cell motility,motility,cell motility,microtubule,based,movement,microtubule based,based movement,cilium,movement,cilium movement,cilium,motility,cilium dependent,dependent cell,cell motility,cilium,movement,involved,motility,cilium movement,movement involved,involved in,in cell,cell motility,microtubule,based,microtubule based,based process,cilium,flagellum,motility,cilium or,or flagellum,flagellum dependent,dependent cell,cell motility"
IPR000436,"sushiscrccp,sushiscrccp domain"
IPR000438,"acetyl,coa,carboxylase,carboxyl,acetyl coa,coa carboxylase,carboxylase carboxyl,carboxyl transferase,beta,beta subunit,acetyl,coa,carboxylase,acetyl coa,coa carboxylase,carboxylase activity,fatty,fatty acid,acid biosynthetic,acetyl,coa,carboxylase,acetyl coa,coa carboxylase,carboxylase complex,ligase,ligase activity,organic acid,acetyl,coa,carboxylase,acetyl coa,coa carboxylase,carboxylase complex,monocarboxylic,monocarboxylic acid,acid biosynthetic,fatty,fatty acid,acid biosynthetic,acetyl,coa,carboxylase,acetyl coa,coa carboxylase,carboxylase activity,catalytic complex,oxoacid,oxoacid metabolic,molecule biosynthetic,ligase,ligase activity,forming,forming carbon,carbon carbon,carbon bonds,lipid,cellular lipid,lipid metabolic,lipid,lipid metabolic,cytoplasm,fatty,fatty acid,lipid,lipid biosynthetic,coa,carboxylase,coa carboxylase,carboxylase activity,organic acid,acid biosynthetic,carboxylic,carboxylic acid,acid biosynthetic,monocarboxylic,monocarboxylic acid,carboxylic,carboxylic acid"
IPR000439,"large,ribosomal,el15,large ribosomal,ribosomal subunit,subunit protein,protein el15,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,ribosome,structural,structural molecule,molecule activity,peptide,peptide metabolic,peptide,peptide biosynthetic,non,intracellular non,non membrane,amide,amide biosynthetic,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,amide,amide metabolic,non,non membrane,ribosome"
IPR000440,"nadhubiquinoneplastoquinone,nadhubiquinoneplastoquinone oxidoreductase,chain,chain 3,nadh,dehydrogenase,ubiquinone,nadh dehydrogenase,dehydrogenase ubiquinone,ubiquinone activity,transmembrane transporter,transporter activity,oxidoreduction,driven,active,oxidoreduction driven,driven active,active transmembrane,transmembrane transporter,transporter activity,nadh,dehydrogenase,quinone,nadh dehydrogenase,dehydrogenase quinone,quinone activity,active,active transmembrane,transmembrane transporter,transporter activity,nadph,dehydrogenase,quinone,nadph dehydrogenase,dehydrogenase quinone,quinone activity,transporter activity,nadh,dehydrogenase,ubiquinone,nadh dehydrogenase,dehydrogenase ubiquinone,ubiquinone activity,active,primary active,active transmembrane,transmembrane transporter,transporter activity,nadh,dehydrogenase,nadh dehydrogenase,dehydrogenase activity,nadph,on nadph,electron,transfer,electron transfer,transfer activity,nadph,on nadph,quinone,similar,acceptor,quinone or,or similar,similar compound,compound as,as acceptor"
IPR000443,"islet,amyloid,polypeptide,islet amyloid,amyloid polypeptide,hormone,hormone activity,extracellular,region,extracellular region,signaling receptor,receptor regulator,regulator activity,signaling receptor,receptor binding,extracellular,region,extracellular region,protein binding,function,function regulator,regulator activity,hormone,hormone activity,function,activator,function activator,activator activity,activator,signaling receptor,receptor activator,activator activity,ligand,receptor ligand,ligand activity"
IPR000445,"helix,hairpin,helix,motif,helix hairpin,hairpin helix,helix motif"
IPR000448,nucleocapsid
IPR000450,"hydroxytryptamine,1f,5 hydroxytryptamine,hydroxytryptamine 1f,1f receptor"
IPR000451,"nf,kappa,bdorsal,nf kappa,kappa bdorsal,binding transcription,transcription factor,factor activity,templated,of dna,dna templated,templated transcription,cytoplasm,of rna,of biosynthetic,rna biosynthetic,of metabolic,templated,of dna,dna templated,templated transcription,of gene,cytoplasm,of macromolecule,binding transcription,transcription factor,factor activity,of rna,rna biosynthetic,templated,dna templated,templated transcription,of primary,of macromolecule,of nucleobase,of nitrogen,transcription regulator,regulator activity"
IPR000452,"kappa,opioid,kappa opioid,opioid receptor,dynorphin,dynorphin receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,dynorphin,dynorphin receptor,receptor activity,communication,cell communication,signal,transduction,signal transduction,peptide,peptide receptor,receptor activity,coupled,peptide,g protein,protein coupled,coupled peptide,peptide receptor,receptor activity,transmembrane signaling,signaling receptor,receptor activity,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,g protein,protein coupled,coupled receptor,receptor activity,coupled,opioid,g protein,protein coupled,coupled opioid,opioid receptor,receptor activity"
IPR000454,"synthase,atp synthase,f0,f0 complex,subunit c,proton,proton transmembrane,transmembrane transporter,transporter activity,proton,motive,force,driven,synthesis,proton motive,motive force,force driven,driven atp,atp synthesis,proton,transporting,synthase,proton transporting,transporting atp,atp synthase,synthase complex,coupling,fo,coupling factor,factor fo,transmembrane transporter,transporter activity,ribonucleotide,ribonucleotide metabolic,organophosphate,organophosphate metabolic,membrane protein,protein complex,atpase,atpase complex,ribose,ribose phosphate,phosphate metabolic,purine,ribonucleotide,purine ribonucleotide,ribonucleotide metabolic,nucleotide metabolic,purine,ribonucleotide,purine ribonucleotide,ribonucleotide biosynthetic,proton,transporting,two,sector,atpase,proton transporting,transporting two,two sector,sector atpase,atpase complex,proton,transporting,proton transporting,transporting domain,purine,purine containing,atp metabolic,inorganic,inorganic molecular,molecular entity,entity transmembrane,transmembrane transporter,transporter activity,containing small,proton,transporting,synthase,proton transporting,transporting atp,atp synthase,synthase complex,purine,triphosphate,purine nucleoside,nucleoside triphosphate,triphosphate metabolic,triphosphate,nucleoside triphosphate,triphosphate metabolic,phosphorus metabolic,phosphate metabolic,derivative metabolic,derivative biosynthetic,inorganic,inorganic cation,cation transmembrane,transmembrane transporter,transporter activity,ribonucleotide,ribonucleotide biosynthetic,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate metabolic,triphosphate,nucleoside triphosphate,triphosphate biosynthetic,phosphate containing,purine,triphosphate,purine nucleoside,nucleoside triphosphate,triphosphate biosynthetic,monoatomic,monoatomic ion,ion transmembrane,transmembrane transporter,transporter activity,monoatomic,monoatomic cation,cation transmembrane,transmembrane transporter,transporter activity,proton,transporting,two,sector,atpase,proton transporting,transporting two,two sector,sector atpase,atpase complex,proton,transporting,synthase,proton transporting,transporting atp,atp synthase,synthase complex,coupling,fo,coupling factor,factor fo,ribonucleoside,triphosphate,ribonucleoside triphosphate,triphosphate metabolic,ribose,ribose phosphate,phosphate biosynthetic,catalytic complex,purine,purine nucleotide,nucleotide biosynthetic,transporter activity,proton,proton transmembrane,transmembrane transporter,transporter activity,purine,purine containing,phosphate biosynthetic,nucleotide biosynthetic,proton,motive,force,driven,synthesis,proton motive,motive force,force driven,driven atp,atp synthesis,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate biosynthetic,ribonucleoside,triphosphate,ribonucleoside triphosphate,triphosphate biosynthetic,organophosphate,organophosphate biosynthetic,purine,purine nucleotide,nucleotide metabolic,atp biosynthetic"
IPR000455,"hydroxytryptamine,2a,5 hydroxytryptamine,hydroxytryptamine 2a,2a receptor,coupled,serotonin,g protein,protein coupled,coupled serotonin,serotonin receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,plasma,plasma membrane,periphery,cell periphery,communication,cell communication,signal,transduction,signal transduction,coupled,serotonin,g protein,protein coupled,coupled serotonin,serotonin receptor,receptor activity,transmembrane signaling,signaling receptor,receptor activity,plasma,plasma membrane,coupled,amine,g protein,protein coupled,coupled amine,amine receptor,receptor activity,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,g protein,protein coupled,coupled receptor,receptor activity"
IPR000456,"large,ribosomal,bl17,large ribosomal,ribosomal subunit,subunit protein,protein bl17,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,ribosome,structural,structural molecule,molecule activity,peptide,peptide metabolic,peptide,peptide biosynthetic,non,intracellular non,non membrane,amide,amide biosynthetic,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,amide,amide metabolic,non,non membrane,ribosome"
IPR000458,"mucin,glycoprotein,mucin like,like glycoprotein"
IPR000460,"neuroligin,neurexin,neurexin family,family protein,protein binding,protein binding,signaling receptor,receptor binding,neurexin,neurexin family,family protein,protein binding"
IPR000462,"cdp,alcohol,phosphatidyltransferase,cdp alcohol,alcohol phosphatidyltransferase,phosphotransferase,phosphotransferase activity,for,other,substituted,for other,other substituted,substituted phosphate,phosphate groups,phospholipid,phospholipid biosynthetic,organophosphate,organophosphate metabolic,transferring phosphorus,containing groups,phospholipid,phospholipid biosynthetic,phosphorus metabolic,lipid,cellular lipid,lipid metabolic,phosphotransferase,phosphotransferase activity,for,other,substituted,for other,other substituted,substituted phosphate,phosphate groups,lipid,lipid metabolic,lipid,lipid biosynthetic,phosphate containing,organophosphate,organophosphate biosynthetic,phospholipid,phospholipid metabolic"
IPR000463,"cytosolic,fatty,cytosolic fatty,fatty acid,lipid,lipid binding,lipid,lipid binding"
IPR000465,"xpa,damaged,damaged dna,excision,repair,nucleotide excision,excision repair,repair,dna repair,dna metabolic,stress,to stress,damage,dna damage,damage response,excision,repair,nucleotide excision,excision repair,stress,to stress,damaged,damaged dna"
IPR000468,"barstar,barnase,inhibitor,barstar barnase,barnase inhibitor"
IPR000469,"alpha,g protein,protein alpha,alpha subunit,1213,group 1213,coupled,g protein,protein coupled,coupled receptor,receptor binding,gtpase,gtpase activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,rho,signal,transduction,rho protein,protein signal,signal transduction,ras,signal,transduction,ras protein,protein signal,signal transduction,gtpase,gtpase activity,signal,transduction,intracellular signal,signal transduction,ribonucleoside,triphosphate,phosphatase,ribonucleoside triphosphate,triphosphate phosphatase,phosphatase activity,pyrophosphatase,pyrophosphatase activity,coupled,g protein,protein coupled,coupled receptor,receptor binding,communication,cell communication,signal,transduction,signal transduction,anhydrides,on acid,acid anhydrides,anhydrides,in phosphorus,containing anhydrides,signaling receptor,receptor binding,rho,signal,transduction,rho protein,protein signal,signal transduction,gtpase,mediated,signal,transduction,small gtpase,gtpase mediated,mediated signal,signal transduction,anhydrides,on acid,acid anhydrides,protein binding,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway"
IPR000470,"cbxxcfxq,monofunctional,atp binding,nucleotide binding,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,adenyl,adenyl nucleotide,nucleotide binding,adenyl,ribonucleotide,adenyl ribonucleotide,ribonucleotide binding,heterocyclic,heterocyclic compound,molecule binding,purine,purine nucleotide,nucleotide binding,derivative binding,ribonucleotide,ribonucleotide binding,anion binding,phosphate binding,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,atp binding"
IPR000471,"interferon,alphabetadelta,interferon alphabetadelta,cytokine,cytokine receptor,receptor binding,defense,defense response,extracellular,region,extracellular region,signaling receptor,receptor binding,defense,defense response,extracellular,region,extracellular region,protein binding,cytokine,cytokine receptor,receptor binding,stress,to stress"
IPR000472,"activin,types,and,ii,activin types,types i,i and,and ii,ii receptor,receptor domain,serinethreonine,kinase,transmembrane receptor,receptor protein,protein serinethreonine,serinethreonine kinase,kinase activity,serinethreonine,kinase,transmembrane receptor,receptor protein,protein serinethreonine,serinethreonine kinase,kinase activity,transferring phosphorus,containing groups,serinethreonine,kinase,protein serinethreonine,serinethreonine kinase,kinase activity,kinase,kinase activity,phosphotransferase,phosphotransferase activity,alcohol,acceptor,alcohol group,group as,as acceptor,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,kinase,transmembrane receptor,receptor protein,protein kinase,kinase activity,kinase,protein kinase,kinase activity,a protein,transmembrane signaling,signaling receptor,receptor activity"
IPR000473,"large,ribosomal,bl36,large ribosomal,ribosomal subunit,subunit protein,protein bl36,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,ribosome,structural,structural molecule,molecule activity,peptide,peptide metabolic,peptide,peptide biosynthetic,non,intracellular non,non membrane,amide,amide biosynthetic,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,amide,amide metabolic,non,non membrane,ribosome"
IPR000476,"glycoprotein,hormone,alpha,chain,glycoprotein hormone,hormone alpha,alpha chain,hormone,hormone activity,extracellular,region,extracellular region,signaling receptor,receptor regulator,regulator activity,signaling receptor,receptor binding,extracellular,region,extracellular region,protein binding,function,function regulator,regulator activity,hormone,hormone activity,function,activator,function activator,activator activity,activator,signaling receptor,receptor activator,activator activity,ligand,receptor ligand,ligand activity"
